ID,Date,Type,Content,Unnamed: 4
830311,2025-02-15T09:54:02+00:00,text,"Come on, keep up the spirit",
830308,2025-02-15T09:53:51+00:00,text,What the....😂😂,
830304,2025-02-15T09:53:41+00:00,text,Did you use it,
830302,2025-02-15T09:53:40+00:00,text,No no in vp's hand only 😂,
830301,2025-02-15T09:53:28+00:00,text,🤣🤣🤣👍,
830300,2025-02-15T09:53:26+00:00,text,My friend bought peach+strawberry it's best,
830298,2025-02-15T09:53:17+00:00,text,Masih lama kah,
830297,2025-02-15T09:53:17+00:00,text,Always cutie,
830294,2025-02-15T09:53:04+00:00,text,Soon,
830292,2025-02-15T09:53:01+00:00,text,Good 👍,
830290,2025-02-15T09:52:59+00:00,text,But should not pee in anyone's hand😂😂,
830288,2025-02-15T09:52:58+00:00,text,Kapan bisa swap,
830285,2025-02-15T09:52:50+00:00,text,😂😂😂desii,
830284,2025-02-15T09:52:49+00:00,text,Hahaha,
830283,2025-02-15T09:52:46+00:00,text,Why babe ?,
830281,2025-02-15T09:52:42+00:00,text,Don't pee in bed bro😂,
830280,2025-02-15T09:52:40+00:00,text,Peach 🍑,
830279,2025-02-15T09:52:39+00:00,text,Gundi pan 😂😂,
830278,2025-02-15T09:52:33+00:00,text,Burn burn burn again,
830277,2025-02-15T09:52:33+00:00,text,Stay hydrated always,
830276,2025-02-15T09:52:32+00:00,text,Which flavour you wanna use,
830275,2025-02-15T09:52:29+00:00,text,Try it someday you will feel fresh 😁,
830274,2025-02-15T09:52:23+00:00,text,Lollll😂😂😂,
830273,2025-02-15T09:52:22+00:00,text,Don't fud,
830272,2025-02-15T09:52:17+00:00,text,It's wild fire 😁,
830271,2025-02-15T09:52:16+00:00,text,Wow very interesting,
9000921,2025-02-15T09:52:16+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000922,2025-02-15T09:52:16+00:00,text,Did you know they launched Index Futures?,
9000923,2025-02-15T09:52:16+00:00,text,What is that? Let me see.,
9000924,2025-02-15T09:52:16+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000925,2025-02-15T09:52:16+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
830270,2025-02-15T09:52:15+00:00,text,Good,
830269,2025-02-15T09:52:14+00:00,text,I drink lots of water,
830268,2025-02-15T09:52:10+00:00,text,Ahahaha🤣,
830266,2025-02-15T09:52:03+00:00,text,Noo white...,
830265,2025-02-15T09:52:02+00:00,text,Relax Uncle 😆,
830263,2025-02-15T09:51:53+00:00,text,Golden showers yukkkk,
830262,2025-02-15T09:51:52+00:00,text,Black flavour 🤣,
830259,2025-02-15T09:51:46+00:00,text,Byee milli,
830258,2025-02-15T09:51:45+00:00,text,keep winning and stay calm,
830255,2025-02-15T09:51:41+00:00,text,Why ?? U know na ?? I am wild 😂,
830254,2025-02-15T09:51:40+00:00,text,Bro go and wash your hands 🤣,
830253,2025-02-15T09:51:39+00:00,text,Which falvour bro,
830252,2025-02-15T09:51:34+00:00,text,Byeeeee 👋🏻,
830250,2025-02-15T09:51:31+00:00,text,Yeah,
830249,2025-02-15T09:51:30+00:00,text,Lolsss😂😂,
830248,2025-02-15T09:51:29+00:00,text,Hey,
830247,2025-02-15T09:51:28+00:00,text,See u again 😂,
830245,2025-02-15T09:51:23+00:00,text,Yes i have used it,
830243,2025-02-15T09:51:18+00:00,text,Okay guys,
830242,2025-02-15T09:51:14+00:00,text,Haha that's long lasting,
830240,2025-02-15T09:51:09+00:00,text,Yukkkk delet it,
830239,2025-02-15T09:51:08+00:00,text,What?,
830238,2025-02-15T09:51:01+00:00,text,Bhut sahi,
830237,2025-02-15T09:50:58+00:00,text,But its good,
830236,2025-02-15T09:50:55+00:00,text,I'll pee in ur hand 😂,
830235,2025-02-15T09:50:52+00:00,text,"I will 😊 ,. But I can also Shere some with everyone ❤️",
830234,2025-02-15T09:50:49+00:00,text,@nQueenni One user need claim fee,
830232,2025-02-15T09:50:43+00:00,text,1300,
830231,2025-02-15T09:50:30+00:00,text,Ohh here its 15:20,
830230,2025-02-15T09:50:20+00:00,text,Good spirit,
830229,2025-02-15T09:50:19+00:00,text,😂😂😂😂 go to pee,
830228,2025-02-15T09:50:16+00:00,text,"To New Members of SuperEx Community. Please don't forget to do (DYOR)  as it helps you make informed decisions, manage risks, avoid scams, take personal responsibility, understand the market, and boost your confidence in investments. 🏆

If you need help, don't hesitate to tag The admins 👮🏻👮🏻‍♂️ They will assist you ASAP.",
830225,2025-02-15T09:50:11+00:00,text,It's haram,
830223,2025-02-15T09:50:09+00:00,text,17.4,
830222,2025-02-15T09:50:08+00:00,text,To de the muun,
830221,2025-02-15T09:50:07+00:00,text,7000 at what price ?,
830220,2025-02-15T09:50:05+00:00,text,Funning material,
830219,2025-02-15T09:50:04+00:00,text,Idk sir,
830218,2025-02-15T09:50:04+00:00,text,[text] Unnamed text,
830216,2025-02-15T09:49:53+00:00,text,Fastt ... I can't hold my excitement,
830215,2025-02-15T09:49:53+00:00,text,Very soon,
830214,2025-02-15T09:49:46+00:00,text,Ohh whats the time,
830213,2025-02-15T09:49:46+00:00,text,Memecor opp,
830212,2025-02-15T09:49:44+00:00,text,What is this,
830209,2025-02-15T09:49:40+00:00,text,Soon,
830208,2025-02-15T09:49:36+00:00,text,Cominggg,
830206,2025-02-15T09:49:28+00:00,text,Always support SuperEx,
830204,2025-02-15T09:49:23+00:00,text,Give to maya bono biharini 😁,
830203,2025-02-15T09:49:22+00:00,text,"It's already evening, buddy, it's almost Maghrib time",
830201,2025-02-15T09:49:20+00:00,text,Come come....come to meee,
9000926,2025-02-15T09:49:20+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000927,2025-02-15T09:49:20+00:00,text,Did you know they launched Index Futures?,
9000928,2025-02-15T09:49:20+00:00,text,What is that? Let me see.,
9000929,2025-02-15T09:49:20+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000930,2025-02-15T09:49:20+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
830199,2025-02-15T09:49:17+00:00,text,Who 🤔,
830198,2025-02-15T09:49:08+00:00,text,Keep supporting the SuperEx community 💕💕,
830195,2025-02-15T09:49:00+00:00,text,okay sir,
830193,2025-02-15T09:48:47+00:00,text,Ur msg is  duplicate,
830192,2025-02-15T09:48:47+00:00,text,Wssup dude ? Had lunch?,
830191,2025-02-15T09:48:47+00:00,text,"I know I'm good , what about you 🙂",
830189,2025-02-15T09:48:41+00:00,text,10$😂,
830187,2025-02-15T09:48:34+00:00,text,Hii dude,
830185,2025-02-15T09:48:30+00:00,text,If i enjoy or not i have to keep going,
830184,2025-02-15T09:48:28+00:00,text,[text] 간절.gif.mp4,
830183,2025-02-15T09:48:23+00:00,text,Heelo,
830182,2025-02-15T09:48:22+00:00,text,What this means are you women 🤣,
830181,2025-02-15T09:48:20+00:00,text,Namaste kalash,
830180,2025-02-15T09:48:19+00:00,text,Yeah be so dude,
830179,2025-02-15T09:48:18+00:00,text,Hahaha yeah selmon boi,
830178,2025-02-15T09:48:17+00:00,text,U know better,
830176,2025-02-15T09:48:14+00:00,text,What buddy,
830175,2025-02-15T09:48:12+00:00,text,Good job,
830173,2025-02-15T09:48:08+00:00,text,Shalmukh Khaawn,
830172,2025-02-15T09:48:06+00:00,text,"⚡**Spamming** **=** **Disqualification! Don’t spam multiple messages** ⚡

Let’s keep the chat buzzing with good vibes! 🐜💬 Remember, **spamming = disqualification** from the chat event, and **no rewards** for you! 🚫💥

Stay active, stay engaged, and let’s make this event legendary! 🎉💪

Keep the fun rolling, but keep it clean! ✨",
830171,2025-02-15T09:48:03+00:00,text,Sure buddy,
830170,2025-02-15T09:47:57+00:00,text,Noted dude,
830168,2025-02-15T09:47:48+00:00,text,7 caror,
830166,2025-02-15T09:47:47+00:00,text,Bhar mein ja tu,
830165,2025-02-15T09:47:45+00:00,text,Yes,
830164,2025-02-15T09:47:42+00:00,text,Very dancing in the dark,
830163,2025-02-15T09:47:42+00:00,text,😂😂gud bro u r gud,
830162,2025-02-15T09:47:36+00:00,text,Where,
830161,2025-02-15T09:47:33+00:00,text,enjoy your typing and dont forget to check your network,
830159,2025-02-15T09:47:27+00:00,text,"I don't know, because I don't have anyone 😂, maybe have it's also called Oyo or something else 🙂",
830154,2025-02-15T09:47:11+00:00,text,U go go push,
830151,2025-02-15T09:47:00+00:00,text,Be smart ants!,
830150,2025-02-15T09:46:57+00:00,text,Yeah sweetheart,
830145,2025-02-15T09:46:52+00:00,text,I want to be happy 😔,
830144,2025-02-15T09:46:51+00:00,text,Solid forever,
830143,2025-02-15T09:46:49+00:00,text,Keep going keep going,
830141,2025-02-15T09:46:46+00:00,text,Keep spirit,
830140,2025-02-15T09:46:43+00:00,text,Thanks,
830138,2025-02-15T09:46:42+00:00,text,Very surrender,
830137,2025-02-15T09:46:41+00:00,text,So u feel like vomiting 😁,
830136,2025-02-15T09:46:41+00:00,text,America no oyo?,
830135,2025-02-15T09:46:38+00:00,text,"Pure SuperEx energy! 🔥 Let’s keep pushing, ants! The future is ours to build together! 🚀💪",
830134,2025-02-15T09:46:37+00:00,text,Than die 😁,
830133,2025-02-15T09:46:29+00:00,text,👀 impressive,
830132,2025-02-15T09:46:28+00:00,text,Keep going 😁,
830131,2025-02-15T09:46:27+00:00,text,Ohhh Don't be sad brutha,
830130,2025-02-15T09:46:27+00:00,text,Right,
830128,2025-02-15T09:46:19+00:00,text,I deserve to die in ur love sweetheart,
830127,2025-02-15T09:46:16+00:00,text,Good job,
830126,2025-02-15T09:46:13+00:00,text,Very fast again😄,
9000931,2025-02-15T09:46:13+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000932,2025-02-15T09:46:13+00:00,text,Did you know they launched Index Futures?,
9000933,2025-02-15T09:46:13+00:00,text,What is that? Let me see.,
9000934,2025-02-15T09:46:13+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000935,2025-02-15T09:46:13+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
830124,2025-02-15T09:46:11+00:00,text,The ammo already loaded,
830123,2025-02-15T09:46:11+00:00,text,I don't want to stop in the middle of doing 😁,
830122,2025-02-15T09:46:10+00:00,text,Be careful of links shared by unknown people.,
830121,2025-02-15T09:46:07+00:00,text,Hindi me kya khete he,
830120,2025-02-15T09:46:05+00:00,text,What?,
830119,2025-02-15T09:46:04+00:00,text,Keep believing in SuperEx,
830117,2025-02-15T09:46:00+00:00,text,"🚨 **Friendly Reminder, ANTS!** 🚨

🚫 **No FUD or negativity**
🚫 **No spamming or shilling other projects/services**
🚫 **No messaging devs unnecessarily**
✅ **Be polite, stay curious, and have fun!**

Please avoid sharing unnecessary links or flooding the chat. Let’s keep it clean, focused, and fun for everyone! 💬✨

🌟 Let’s keep our SuperEx community buzzing with positivity! 🌟🐜🔥",
830115,2025-02-15T09:45:56+00:00,text,But you have a gun 🤣 without  ammo,
830113,2025-02-15T09:45:56+00:00,text,"Come on, let's be enthusiastic about growing the meme community",
830112,2025-02-15T09:45:55+00:00,text,What,
830111,2025-02-15T09:45:55+00:00,text,But you know each others and i Don't have anyone here 😔,
830110,2025-02-15T09:45:53+00:00,text,"U said oyo,yes",
830109,2025-02-15T09:45:52+00:00,text,Do in real😁,
830108,2025-02-15T09:45:49+00:00,text,You deserve to be killed with my hands,
830107,2025-02-15T09:45:44+00:00,text,😄,
830106,2025-02-15T09:45:41+00:00,text,Nijer gotor dkh ar amar. Gotor dkh . Nijei bujhte parbi😂😂🤣🤣,
830105,2025-02-15T09:45:39+00:00,text,Together we push SuperEx to the top,
830103,2025-02-15T09:45:30+00:00,text,"I don't know about America where they went with there bandi ,  it's ola not it's Oyo",
830101,2025-02-15T09:45:27+00:00,text,Why me babe?,
830098,2025-02-15T09:45:17+00:00,text,Euu 😐,
830097,2025-02-15T09:45:16+00:00,text,I will shoot you,
830096,2025-02-15T09:45:06+00:00,text,Akm,
830095,2025-02-15T09:45:05+00:00,text,Kya ???,
830094,2025-02-15T09:45:04+00:00,text,Don't stop,
830093,2025-02-15T09:45:02+00:00,text,[text] animation.gif.mp4,
830092,2025-02-15T09:44:57+00:00,text,🤣 rather,
830091,2025-02-15T09:44:56+00:00,text,Yes we all r here to help each other,
830089,2025-02-15T09:44:54+00:00,text,Euu 😐,
830088,2025-02-15T09:44:50+00:00,text,Hahaha my guess was correct😂 ola is taxi,
830087,2025-02-15T09:44:47+00:00,text,Take me,
830086,2025-02-15T09:44:46+00:00,text,Push the rank,
830084,2025-02-15T09:44:44+00:00,text,Good,
830083,2025-02-15T09:44:43+00:00,text,Le patak di Tereko,
830082,2025-02-15T09:44:41+00:00,text,I play nothing 😂😂,
830080,2025-02-15T09:44:33+00:00,text,Yeah buddy come with us,
830078,2025-02-15T09:44:26+00:00,text,Yes,
830077,2025-02-15T09:44:21+00:00,text,I play nothing,
830076,2025-02-15T09:44:21+00:00,text,Want to push my rank,
830074,2025-02-15T09:44:13+00:00,text,Uthake patak dungi main teko😁,
830073,2025-02-15T09:44:11+00:00,text,U meant oyo?,
830071,2025-02-15T09:44:09+00:00,text,Active ranking,
830070,2025-02-15T09:44:08+00:00,text,Help me also,
830068,2025-02-15T09:43:58+00:00,text,Free fire 🍑 or PUBG? Which game you play 🤣,
830067,2025-02-15T09:43:56+00:00,text,Tell bro,
830066,2025-02-15T09:43:56+00:00,text,Hmmmm,
830065,2025-02-15T09:43:53+00:00,text,I don't know what it's called I just heard from somewhere 🤣,
830064,2025-02-15T09:43:44+00:00,text,We all need 😂,
830063,2025-02-15T09:43:40+00:00,text,What happened,
830062,2025-02-15T09:43:37+00:00,text,Yes uncle,
830060,2025-02-15T09:43:29+00:00,text,👍👍taste the thunder,
9000936,2025-02-15T09:43:29+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000937,2025-02-15T09:43:29+00:00,text,Did you know they launched Index Futures?,
9000938,2025-02-15T09:43:29+00:00,text,What is that? Let me see.,
9000939,2025-02-15T09:43:29+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000940,2025-02-15T09:43:29+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
830059,2025-02-15T09:43:26+00:00,text,She is also busy for pushing rank,
830058,2025-02-15T09:43:22+00:00,text,Main tujhe maru,
830057,2025-02-15T09:43:17+00:00,text,Ola? U changing the trend,
830056,2025-02-15T09:43:08+00:00,text,Why what about maya???,
830055,2025-02-15T09:43:06+00:00,text,Yep thamsp up,
830054,2025-02-15T09:43:02+00:00,text,😊,
830053,2025-02-15T09:43:02+00:00,text,Hello i need help,
830052,2025-02-15T09:42:59+00:00,text,"Let's keep the atmosphere positive and the chat fair for everyone! 🎉✨

Avoid spam by sending multiple messages at once, make them all one message! 📝💡

💪 Together, we make",
830050,2025-02-15T09:42:54+00:00,text,Ola par geya tha keya bro,
830049,2025-02-15T09:42:51+00:00,text,Haha 👊,
830046,2025-02-15T09:42:46+00:00,text,Yeppp,
830044,2025-02-15T09:42:31+00:00,text,"All day was gone to maintain the rank 😅, I don't have also",
830043,2025-02-15T09:42:31+00:00,text,What the😂,
830040,2025-02-15T09:42:20+00:00,text,Yes sis,
830039,2025-02-15T09:42:12+00:00,text,LoL 😂,
830038,2025-02-15T09:42:00+00:00,text,Waaaaa😁❤️,
830037,2025-02-15T09:41:59+00:00,text,Keep sprit 😐,
830036,2025-02-15T09:41:59+00:00,text,"Mero hai hi nehi to keya kare , Maine bhi ohi Kiya tha",
830035,2025-02-15T09:41:53+00:00,text,Hahaha😂😂real,
830034,2025-02-15T09:41:50+00:00,text,Girl thi bestie hy myri,
830032,2025-02-15T09:41:43+00:00,text,Thankos😁,
830031,2025-02-15T09:41:40+00:00,text,Don't have valentine🤣🤣 how bout u,
830029,2025-02-15T09:41:32+00:00,text,Girl tha or boy tha bro,
830028,2025-02-15T09:41:21+00:00,text,Wow very cute,
830027,2025-02-15T09:41:21+00:00,text,Rank push karte karte mar gya🙂,
830026,2025-02-15T09:41:18+00:00,text,Good 👍,
830025,2025-02-15T09:41:14+00:00,text,Nice answer,
830023,2025-02-15T09:41:09+00:00,text,[text] 엉덩이 흔들기.gif.mp4,
830019,2025-02-15T09:41:02+00:00,text,Josh the hosh,
830018,2025-02-15T09:40:57+00:00,text,Main nay apni Bestfriend ko wish kr diya or us nay mojy 🤣,
830017,2025-02-15T09:40:57+00:00,text,[text] 112121.gif.mp4,
830014,2025-02-15T09:40:43+00:00,text,I'm good mate..,
830013,2025-02-15T09:40:41+00:00,text,Yeahh roll and rock,
830012,2025-02-15T09:40:40+00:00,text,"Good than , 🤣😁😁",
830011,2025-02-15T09:40:36+00:00,text,Picnic,
830009,2025-02-15T09:40:21+00:00,text,don't panic and fud,
830008,2025-02-15T09:40:17+00:00,text,Good 😁,
830007,2025-02-15T09:40:14+00:00,text,I've seen mine which boys don't have😁,
830006,2025-02-15T09:40:01+00:00,text,Valentine's day kaisa geya bro,
830005,2025-02-15T09:39:59+00:00,text,🙈,
830004,2025-02-15T09:39:54+00:00,text,Check pinned messenger sir,
830003,2025-02-15T09:39:49+00:00,text,how fk,
830001,2025-02-15T09:39:48+00:00,text,Yeah sureee😁,
830000,2025-02-15T09:39:42+00:00,text,Pin 📌,
829998,2025-02-15T09:39:34+00:00,text,Run or gun🔫,
829997,2025-02-15T09:39:32+00:00,text,Good morning guys 🤣🤣,
829996,2025-02-15T09:39:32+00:00,text,Yes mate,
829993,2025-02-15T09:39:27+00:00,text,Active ranking,
829992,2025-02-15T09:39:24+00:00,text,don't cry because ants very strong,
829991,2025-02-15T09:39:23+00:00,text,"Because, why not😁😁",
9000941,2025-02-15T09:39:23+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000942,2025-02-15T09:39:23+00:00,text,Did you know they launched Index Futures?,
9000943,2025-02-15T09:39:23+00:00,text,What is that? Let me see.,
9000944,2025-02-15T09:39:23+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000945,2025-02-15T09:39:23+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
829990,2025-02-15T09:39:15+00:00,text,SuperEx is a very interesting project,
829989,2025-02-15T09:39:14+00:00,text,0.02 let go,
829986,2025-02-15T09:39:10+00:00,text,Lots of love 😁,
829979,2025-02-15T09:38:48+00:00,text,"Why not , why not yes ,",
829978,2025-02-15T09:38:43+00:00,text,Lolll 🤣,
829977,2025-02-15T09:38:36+00:00,text,I will not 😤,
829975,2025-02-15T09:38:27+00:00,text,Yeah maybe😂😂🤣,
829973,2025-02-15T09:38:19+00:00,text,"I'm fine, sis, thanks for asking how I am. How about you yourself?",
829972,2025-02-15T09:38:18+00:00,text,Behave like a 5 gender 😁,
829969,2025-02-15T09:38:02+00:00,text,Yesss I got,
829968,2025-02-15T09:37:53+00:00,text,Did you see it 😸,
829967,2025-02-15T09:37:53+00:00,text,Noo 😂,
829965,2025-02-15T09:37:48+00:00,text,😂😂,
829964,2025-02-15T09:37:46+00:00,text,☺️,
829963,2025-02-15T09:37:41+00:00,text,Whyyy😂,
829962,2025-02-15T09:37:37+00:00,text,If you know u know 😁,
829961,2025-02-15T09:37:35+00:00,text,"I don't know, maybe you in the future 😌",
829958,2025-02-15T09:37:31+00:00,text,Okay sis,
829956,2025-02-15T09:37:21+00:00,text,Behave like girl 😂😂,
829954,2025-02-15T09:37:11+00:00,text,Soon,
829953,2025-02-15T09:37:04+00:00,text,Hahaha,
829952,2025-02-15T09:37:03+00:00,text,"There is Google Translate, sir, you just have to type it and it will be ready.😭",
829950,2025-02-15T09:37:01+00:00,text,Born as boy🙌,
829949,2025-02-15T09:36:59+00:00,text,Lol😁,
829948,2025-02-15T09:36:55+00:00,text,Maybe fake one if I add my pfp girl than I'm girl 🤣,
829946,2025-02-15T09:36:50+00:00,text,"Good things comes to those who work hard and believe. And with what I've seen here, the only place #M belongs is on top. So I wouldn't be surprised🤩

Join us and let’s have a joyful ride to the moon and beyond.
You shouldn’t be missing out on this amazing project",
829945,2025-02-15T09:36:42+00:00,text,Imotional msg sir 🥱,
829944,2025-02-15T09:36:37+00:00,text,Who broo😳,
829943,2025-02-15T09:36:36+00:00,text,"Maybe u can check it, when claiming starts",
829942,2025-02-15T09:36:19+00:00,text,"Why not girl , why is boy ,",
829941,2025-02-15T09:36:19+00:00,text,Sure sir,
829938,2025-02-15T09:36:11+00:00,text,She has pfp😂😂,
829937,2025-02-15T09:36:07+00:00,text,And I'll dodge 😎,
829936,2025-02-15T09:36:02+00:00,text,Ok,
829935,2025-02-15T09:35:53+00:00,text,"Wth , what things are you referring lady killer 🤣",
829934,2025-02-15T09:35:49+00:00,text,I'm a boy dude,
829932,2025-02-15T09:35:45+00:00,text,Wish him happy death anniversary ☠️,
829931,2025-02-15T09:35:42+00:00,text,🤣🤣🤣,
829930,2025-02-15T09:35:30+00:00,text,Nah puttar,
829929,2025-02-15T09:35:29+00:00,text,"Okay, you are a girl is real or fake",
829928,2025-02-15T09:35:27+00:00,text,I think so!🤔 before I started this project  I was connect wallet but... who's wallet connect I don't know,
829927,2025-02-15T09:35:24+00:00,text,Don't say all are man bro.... Say all are human😂😂😂 coz man has the thing which women don't have any same for the other 😁,
829926,2025-02-15T09:35:10+00:00,text,"Ohh, 😂 yes",
829925,2025-02-15T09:35:02+00:00,text,Um,
829924,2025-02-15T09:34:58+00:00,text,Something you knew,
829923,2025-02-15T09:34:52+00:00,text,Sticker,
829922,2025-02-15T09:34:47+00:00,text,"No bro , girl for me😂",
829921,2025-02-15T09:34:41+00:00,text,Good I'll throw my chappal on you 😂,
829920,2025-02-15T09:34:36+00:00,text,She is pregnant 🤣🤣🤣,
829919,2025-02-15T09:34:26+00:00,text,Push 😂😂 and earn,
9000946,2025-02-15T09:34:26+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000947,2025-02-15T09:34:26+00:00,text,Did you know they launched Index Futures?,
9000948,2025-02-15T09:34:26+00:00,text,What is that? Let me see.,
9000949,2025-02-15T09:34:26+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000950,2025-02-15T09:34:26+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
829918,2025-02-15T09:34:22+00:00,text,Nice jokes,
829917,2025-02-15T09:34:13+00:00,text,I asked u that buddy,
829916,2025-02-15T09:34:07+00:00,media,[OTHER MEDIA],
829915,2025-02-15T09:34:00+00:00,text,184°😂,
829913,2025-02-15T09:33:55+00:00,text,"Yeah , sometimes later it will reveal as a boy 😁",
829909,2025-02-15T09:33:28+00:00,text,Copy and go to your wallet see discovery or browser options click than paste the SuperEx claim link connect wallet now claim token,
829908,2025-02-15T09:33:27+00:00,text,Me almighty 😁🚀,
829906,2025-02-15T09:33:10+00:00,text,It's revealed🥴how bro,
829905,2025-02-15T09:32:43+00:00,text,"It was before maybe, but still we should wait for Announcement",
829904,2025-02-15T09:32:40+00:00,text,U noob noob,
829903,2025-02-15T09:32:37+00:00,text,Good 😁,
829902,2025-02-15T09:32:33+00:00,text,He will stop when he is dead 😌,
829900,2025-02-15T09:32:16+00:00,text,Where is the wallet option?,
829899,2025-02-15T09:32:15+00:00,text,"What gender descrimination ,. When I think she is girl it's revealed he is boy , so bhar main jai gender   ,, all are man",
829898,2025-02-15T09:32:08+00:00,text,Do what😆?,
829896,2025-02-15T09:32:01+00:00,text,What happened 😤,
829894,2025-02-15T09:31:50+00:00,text,"Don't be disappointed, did u connect ur wallet?",
829893,2025-02-15T09:31:46+00:00,text,Kya???,
829892,2025-02-15T09:31:37+00:00,text,Yeah seems so 😂😂,
829890,2025-02-15T09:31:29+00:00,text,If life doesn't go on.. how will u do😂😂,
829889,2025-02-15T09:31:18+00:00,text,Life goes on and on,
829888,2025-02-15T09:31:17+00:00,text,Thank you I think it's a SuperEx and am forget to claim now claim option is disabled 😕 so I was 😞 disappointed but rather you say it's not SuperEx but also project of SuperEx,
829887,2025-02-15T09:31:09+00:00,text,No gender discrimination 🚫,
829886,2025-02-15T09:31:04+00:00,text,Which angle is it a song,
829884,2025-02-15T09:30:58+00:00,text,Huh 👀😆,
829883,2025-02-15T09:30:58+00:00,text,Good mate,
829882,2025-02-15T09:30:50+00:00,text,Ok,
829881,2025-02-15T09:30:48+00:00,text,Really,
829880,2025-02-15T09:30:45+00:00,text,Who knows... what's going to happen in next season 😂😂,
829879,2025-02-15T09:30:38+00:00,text,It is song 😁,
829877,2025-02-15T09:30:34+00:00,text,Don't need keep it yourself,
829876,2025-02-15T09:30:31+00:00,text,Lmao sir 🥱,
829875,2025-02-15T09:30:21+00:00,text,"I don't care he or she ,",
829873,2025-02-15T09:30:14+00:00,photo,[PHOTO],
829872,2025-02-15T09:30:01+00:00,text,*she😁,
829871,2025-02-15T09:29:59+00:00,text,Why not,
829868,2025-02-15T09:29:43+00:00,text,"Hahaha,  your saying what I said to you like that 😁🤣",
829866,2025-02-15T09:29:33+00:00,text,Aisa krega,
829865,2025-02-15T09:29:24+00:00,text,2 saal ke baad ayaa hu 😭🙏,
829864,2025-02-15T09:29:06+00:00,text,He never stop,
829863,2025-02-15T09:29:03+00:00,text,Lifee goes on and on and on and on and...,
829862,2025-02-15T09:29:03+00:00,text,Yes 🌚🙌,
829861,2025-02-15T09:29:03+00:00,text,Good night,
829859,2025-02-15T09:28:48+00:00,text,U have started again dear🤣🤣🤣,
829858,2025-02-15T09:28:48+00:00,text,Good night,
829857,2025-02-15T09:28:47+00:00,text,"It's too low , You need atleast 7k",
829856,2025-02-15T09:28:28+00:00,text,What's going on 😌,
829855,2025-02-15T09:28:17+00:00,text,We need 5k now😂,
829854,2025-02-15T09:28:08+00:00,text,$X,
829853,2025-02-15T09:28:03+00:00,text,It's SuperEx's project,
9000951,2025-02-15T09:28:03+00:00,text,"SuperEx is amazing, you can trade BTC with altcoins now.",
9000952,2025-02-15T09:28:03+00:00,text,Did you know they launched Index Futures?,
9000953,2025-02-15T09:28:03+00:00,text,What is that? Let me see.,
9000954,2025-02-15T09:28:03+00:00,text,"I was going to show you the Index Futures page, but never mind, you can check it yourself.",
9000955,2025-02-15T09:28:03+00:00,text,"Wow, you can really trade BTC with altcoins? That's awesome, I'll try it out.",
829852,2025-02-15T09:27:52+00:00,text,Is that meme core project or different the  meme core,
829850,2025-02-15T09:27:48+00:00,text,Yeah sis,
829849,2025-02-15T09:27:23+00:00,text,Hahah😂😂,
829848,2025-02-15T09:27:20+00:00,text,Yeah that's true,
829847,2025-02-15T09:27:00+00:00,text,I saw 😂,
829846,2025-02-15T09:27:00+00:00,text,Stay tuned for Announcements,
829845,2025-02-15T09:26:54+00:00,text,"He isn't a mod ,",
829844,2025-02-15T09:26:48+00:00,text,Exactly 😂,
829842,2025-02-15T09:26:40+00:00,text,Not available,
829840,2025-02-15T09:26:37+00:00,text,We had to do,
829839,2025-02-15T09:26:24+00:00,text,How to claim,
829838,2025-02-15T09:26:22+00:00,photo,[PHOTO],
829837,2025-02-15T09:26:11+00:00,text,Kya hua Qt,
829836,2025-02-15T09:25:52+00:00,text,Good job mod😁,
829835,2025-02-15T09:25:37+00:00,text,Though it's noon in America . Haha😁❤️,
829832,2025-02-15T09:25:21+00:00,text,Good morning mate 🌞,
829830,2025-02-15T09:24:55+00:00,text,saan soon,
829829,2025-02-15T09:24:28+00:00,text,i will ban all the spammers haha,
829828,2025-02-15T09:24:26+00:00,text,Announcement soon,
829827,2025-02-15T09:24:21+00:00,text,Kindly wait for official announcement,
829826,2025-02-15T09:24:12+00:00,text,[text] Unnamed text,
829824,2025-02-15T09:24:10+00:00,text,Thinking so😂😂,
